2.3e9,-3.945319411893635*^-7+1.6336934214850898*^-23*I
2.31e9,-4.2567854719078576*^-7-1.777662941937706*^-23*I
2.32e9,-3.963508565492166*^-7-8.157116093368071*^-23*I
2.33e9,-3.738694233918599*^-7+4.549096131857724*^-24*I
2.34e9,-3.6258062465195347*^-7+5.687431487981963*^-23*I
2.35e9,-3.729144153408044*^-7-1.2152494567291112*^-23*I
2.36e9,-3.943078241396514*^-7+3.389192646841097*^-23*I
2.37e9,-3.9785652673502373*^-7+1.2163370063744355*^-22*I
2.38e9,-4.59973766811679*^-7-1.9109942651705845*^-23*I
2.39e9,-3.6856080000393654*^-7-2.596939195013222*^-22*I
2.4e9,-3.709604748823765*^-7+7.908789542594692*^-23*I
2.41e9,-3.747763519355393*^-7+1.0893941712980612*^-23*I
2.42e9,-3.3718868168365855*^-7-4.723289185067102*^-24*I
2.43e9,-3.4726427494974024*^-7-2.8130288280204674*^-23*I
2.44e9,-3.730114864303353*^-7+7.847964948126919*^-24*I
2.45e9,-2.924536037404291*^-7+1.420601155203557*^-23*I
2.46e9,-2.8509823218084045*^-7-3.613758922537411*^-25*I
2.47e9,-3.9358501298472406*^-7+1.5194857315917923*^-23*I
2.48e9,-2.328335254619616*^-7-1.1551699878984072*^-22*I
2.49e9,-3.863987104657535*^-7-1.1529320440079505*^-23*I
2.5e9,-2.407916421902513*^-7-3.370968094285286*^-23*I
2.51e9,-2.645516186936781*^-7+7.169269611253181*^-23*I
2.52e9,-1.3991557884425632*^-7+2.698856124242526*^-23*I
2.53e9,-1.594970609040976*^-7+1.3900026420806774*^-22*I
2.54e9,-1.625974604992257*^-7-2.808882669838834*^-22*I
2.55e9,-1.1257611230068593*^-7-4.16052120881586*^-23*I
2.56e9,-2.0059594852801452*^-8+1.3144078437519466*^-22*I
2.57e9,-8.983315842252738*^-8+6.453788164354029*^-24*I
2.58e9,-1.5425725950369697*^-8+5.725608809085051*^-23*I
2.59e9,-3.912945838334032*^-8-2.2986304000012194*^-23*I
2.6e9,1.0322415476168648e-7
2.61e9,-3.327416737444122*^-8+9.944483948540918*^-23*I
2.62e9,-3.733588138940985*^-9-3.533073476504511*^-23*I
2.63e9,-1.1261182419153383*^-7+4.670264405066516*^-23*I
2.64e9,-1.6613151674824822*^-7+1.3260415083240495*^-23*I
2.65e9,-3.3160890565527166*^-7-6.839167005048953*^-23*I
2.66e9,-1.4868871812412434*^-7+5.795783919920768*^-24*I
2.67e9,-2.1551037643856189*^-7+6.526949713979965*^-23*I
2.68e9,-4.034275830424525*^-7-1.2438524668817132*^-22*I
2.69e9,-2.760780170986525*^-7+7.167843302750705*^-23*I
2.7e9,-3.2241746993066626*^-7-5.49049482823834*^-23*I
2.71e9,-1.8861168059474304*^-7+1.3197343289544607*^-23*I
2.72e9,-2.761013077368697*^-7+4.627076239651642*^-25*I
2.73e9,-2.52397841406258*^-7+8.697443444189177*^-23*I
2.74e9,-3.6442546973222194*^-7+1.4661298289490342*^-23*I
2.75e9,-2.8682950866897285*^-7-6.3043066259762004*^-24*I
2.76e9,-3.305511831138665*^-7-6.83017218515144*^-24*I
2.77e9,-4.0387222171512746*^-7+1.4795890274904832*^-23*I
2.78e9,-3.596055320910149*^-7-7.010123950136587*^-24*I
2.79e9,-3.9202074698106383*^-7+1.952554485445171*^-24*I
2.8e9,-4.0646079769929085*^-7-7.815684136412453*^-23*I
2.81e9,-4.6049173294300125*^-7-5.362305084915985*^-24*I
2.82e9,-4.419456313212668*^-7-3.153736314549976*^-24*I
2.83e9,-3.5247864199602137*^-7-2.0962143647191902*^-23*I
2.84e9,-4.4152529700141163*^-7-1.2473705293205023*^-23*I
2.85e9,-3.80142066737993*^-7+1.869700622034977*^-24*I
2.86e9,-4.502815139046121*^-7-2.0633907719698854*^-23*I
2.87e9,-4.202758365919859*^-7-7.249045315818652*^-25*I
2.88e9,-4.036671118838674*^-7+6.042056620952632*^-25*I
2.89e9,-4.032631238720536*^-7+4.349020691478794*^-24*I
2.9e9,-3.9589219131439554*^-7-5.715078465515574*^-23*I
2.91e9,-4.1307180065937195*^-7+8.00299112304304*^-23*I
2.92e9,-4.0569356453030095*^-7+2.3124221340900075*^-23*I
2.93e9,-4.563009101661592*^-7+5.14513051398482*^-24*I
2.94e9,-4.128467287120905*^-7-1.0109106410906485*^-23*I
2.95e9,-4.2441659093862426*^-7-1.9134280908125947*^-23*I
2.96e9,-4.963689944431973*^-7-2.7559179727698654*^-24*I
2.97e9,-4.017212334934873*^-7-2.2333707352018085*^-23*I
2.98e9,-3.933322754887639*^-7-2.6200974324681362*^-23*I
2.99e9,-4.372485779695357*^-7-6.528977239202109*^-24*I
3.e9,-4.164042045497542*^-7+9.491525565286144*^-24*I
3.01e9,-4.457395517956662*^-7+2.042902968389905*^-23*I
3.02e9,-4.4494360970409876*^-7+3.6560621514056657*^-23*I
3.03e9,-5.251704845092044*^-7+1.3175959547491314*^-23*I
3.04e9,-4.56854638236328*^-7-1.1448284553815607*^-23*I
3.05e9,-4.995891121912906*^-7+1.3486588178096603*^-22*I
3.06e9,-3.830556212379754*^-7-3.20855351184864*^-23*I
3.07e9,-4.2463136868922224*^-7+9.753054184553513*^-23*I
3.08e9,-4.933540089471275*^-7+1.1885724065893482*^-22*I
3.09e9,-4.855381535270734*^-7-1.8421950548233243*^-23*I
3.1e9,-4.939076806848533*^-7+2.3698731535871823*^-24*I
3.11e9,-5.078428681470646*^-7+3.6756404540864663*^-23*I
3.12e9,-5.559525782849259*^-7-9.814311798796029*^-23*I
3.13e9,-5.155606561554864*^-7-4.4523469087860576*^-23*I
3.14e9,-5.057468277737407*^-7+1.0504615593319921*^-23*I
3.15e9,-5.511011309098994*^-7-1.004681534670546*^-22*I
3.16e9,-4.885757270633431*^-7+1.1543879156479562*^-23*I
3.17e9,-4.911004608968307*^-7-8.710745969571376*^-23*I
3.18e9,-5.02579393196508*^-7+3.7856066037537874*^-24*I
3.19e9,-5.49524889714262*^-7+2.5845393807533132*^-23*I
3.2e9,-4.631987448025632*^-7+1.5613418455454891*^-22*I
