2.4e9,-2.508856337040279*^-9-2.8258045143756617*^-24*I
2.4005e9,-2.273845894309324*^-9-3.5204707876390244*^-24*I
2.401e9,-2.260991508001444*^-9-2.201343408380466*^-24*I
2.4015e9,-2.5418411733352526*^-9+5.3376901349007374*^-24*I
2.402e9,-2.2404128708001156*^-9-6.675428426051191*^-25*I
2.4025e9,-2.538112941062086*^-9+3.4850935429559445*^-25*I
2.403e9,-2.5364277138579427*^-9-1.2807554069728422*^-24*I
2.4035e9,-2.240107145922037*^-9-8.352297784982363*^-25*I
2.404e9,-2.4206569386361064*^-9+4.943926440102991*^-25*I
2.4045e9,-2.5504050081167744*^-9-4.297642589302423*^-24*I
2.405e9,-2.3552873728078494*^-9-1.674621564361591*^-24*I
2.4055e9,-2.743553639159214*^-9+6.858350194219256*^-25*I
2.406e9,-2.346925763486121*^-9+2.1526526123794335*^-24*I
2.4065e9,-1.9039897276741315*^-9-1.2470440332397595*^-24*I
2.407e9,-2.7360756623288683*^-9-1.3677802552251818*^-24*I
2.4075e9,-2.627567259572957*^-9-2.9321168000277547*^-24*I
2.408e9,-2.337015328388411*^-9+4.380981787450173*^-25*I
2.4085e9,-2.65986486324988*^-9+5.860075602362326*^-25*I
2.409e9,-2.6616268534514945*^-9+3.502813468514637*^-25*I
2.4095e9,-2.6777455081737455*^-9+8.192951645408092*^-24*I
2.41e9,-2.5890552752545668*^-9+5.542463891210664*^-24*I
2.4105e9,-2.622216509107007*^-9-7.111015130904948*^-25*I
2.411e9,-2.3898749380334313*^-9+5.590271065770677*^-25*I
2.4115e9,-2.6023866806035274*^-9+1.125753057023367*^-25*I
2.412e9,-2.629462819613596*^-9-6.4893794420789955*^-25*I
2.4125e9,-2.8223192575662773*^-9-7.983799827294226*^-25*I
2.413e9,-2.56792576974604*^-9+1.3492655673170892*^-24*I
2.4135e9,-2.590296545858382*^-9+1.3931576577936675*^-24*I
2.414e9,-2.6673007230466497*^-9-5.797844012274291*^-25*I
