2.4e9,-0.999991668203986-5.046338967481861*^-20*I
2.4005e9,-0.9999910125434772+5.0093935476289197*^-20*I
2.401e9,-0.9999917923535244-2.0285760330424016*^-20*I
2.4015e9,-0.999991404383822+1.5817629530672023*^-19*I
2.402e9,-0.9999919081642683-2.267298938013661*^-20*I
2.4025e9,-0.9999905162429258-8.379244889205444*^-21*I
2.403e9,-0.9999894948633826+1.013549384910568*^-19*I
2.4035e9,-0.9999898761236462+3.3671457468517294*^-20*I
2.404e9,-0.9999844724865452+7.438626109037598*^-21*I
2.4045e9,-0.9999916883487774+6.456873591083663*^-20*I
2.405e9,-0.9999920672534612-4.3128933831726256*^-20*I
2.4055e9,-0.9999918952366755+7.53791911147002*^-21*I
2.406e9,-0.9999926457837411+1.5182226528332634*^-20*I
2.4065e9,-0.999991858371292-5.3480597247906045*^-20*I
2.407e9,-0.9999907469066971+5.0901193147619*^-20*I
2.4075e9,-0.9999908419510459+1.882804872748708*^-20*I
2.408e9,-0.9999910936828136+8.788998452273661*^-20*I
2.4085e9,-0.9999915446164878+3.982011259973692*^-21*I
2.409e9,-0.9999927189404267-6.281170394665291*^-20*I
2.4095e9,-0.999991102820487+2.509032871922222*^-19*I
2.41e9,-0.9999917298882227-4.4684758304896484*^-20*I
2.4105e9,-0.9999914197630798-1.0217995782975897*^-19*I
2.411e9,-0.9999920851629941+7.563912576912219*^-20*I
2.4115e9,-0.9999906489471867+3.3752880857595344*^-20*I
2.412e9,-0.9999902080057075-1.9588404075225472*^-20*I
2.4125e9,-0.9999913581168234+8.780179096509715*^-20*I
2.413e9,-0.9999910660779137+5.689565520639177*^-20*I
2.4135e9,-0.9999903730153941+2.8117388695370226*^-20*I
2.414e9,-0.9999918646953138-6.51144403152441*^-21*I
2.4145e9,-0.9999910984466094-5.483192272327336*^-20*I
2.415e9,-0.9999905006925395-4.430517993988638*^-20*I
2.4155e9,-0.9999905534884392+6.52859780861732*^-20*I
2.416e9,-0.9999924241041629-5.938969257422255*^-20*I
2.4165e9,-0.9999923418461109+1.3522631075865155*^-20*I
2.417e9,-0.9999915459347758+7.677459556198732*^-20*I
2.4175e9,-0.9999915701663455+8.486032990655164*^-20*I
2.418e9,-0.9999910957414458-2.738484209079238*^-20*I
2.4185e9,-0.9999914744687597-8.836597960046863*^-20*I
2.419e9,-0.9999925343827867+1.0617545443966646*^-19*I
2.4195e9,-0.9999926693927151-3.231136247110103*^-20*I
2.42e9,-0.9999900461022522-5.560703826547132*^-20*I
2.4205e9,-0.9999901209750386-6.768804590297404*^-20*I
2.421e9,-0.9999910406124929+4.928815734135467*^-20*I
2.4215e9,-0.9999920471800791-2.345427786126166*^-21*I
2.422e9,-0.9999899069166023+4.4613668474220945*^-20*I
2.4225e9,-0.9999916026535062-2.0648286510576374*^-20*I
2.423e9,-0.9999915603118612-1.6753886322608967*^-20*I
2.4235e9,-0.9999899538096112+2.7523142410072993*^-20*I
2.424e9,-0.9999891761204113-6.99915130739374*^-20*I
2.4245e9,-0.9999914498616665+9.418821561675824*^-22*I
2.425e9,-0.9999907380585318+5.352427720105319*^-20*I
2.4255e9,-0.9999914623912161-6.872998523220285*^-20*I
2.426e9,-0.9999913320922418-8.181885729473307*^-20*I
2.4265e9,-0.999993215047154+1.442377538056212*^-19*I
2.427e9,-0.9999916113533304-1.103787835127222*^-19*I
2.4275e9,-0.9999905520255552+1.2148373398992191*^-20*I
2.428e9,-0.9999905410145682+7.457339145228542*^-20*I
2.4285e9,-0.9999906242384753-1.396164941019401*^-20*I
2.429e9,-0.9999918526712908-8.296650670893617*^-21*I
2.4295e9,-0.9999925618109055+1.461142878407151*^-20*I
2.43e9,-0.9999917102501982+1.2000404401666823*^-20*I
2.4305e9,-0.9999917027791131+4.409265683754149*^-21*I
2.431e9,-0.9999923859604622-1.269533585207365*^-19*I
2.4315e9,-0.9999844535210873+2.014889997990529*^-20*I
2.432e9,-0.9999895054324242+7.249681664457467*^-20*I
2.4325e9,-0.999991991137767-1.0578348851906402*^-19*I
2.433e9,-0.9999902833393655+2.96050313417728*^-20*I
2.4335e9,-0.9999922006047254+2.9635678233581523*^-20*I
2.434e9,-0.9999912521818203-5.556367387157371*^-20*I
2.4345e9,-0.999991976339581-9.612931693850483*^-20*I
2.435e9,-0.9999911622026378-1.7560516491540272*^-19*I
2.4355e9,-0.9999899565470438-8.714865121093385*^-20*I
2.436e9,-0.9999930157149337-6.283696437310346*^-20*I
2.4365e9,-0.9999927900069535-7.190837040559177*^-20*I
2.437e9,-0.9999916337993925-4.1556977439089393*^-20*I
2.4375e9,-0.9999927475947031-9.97652973476217*^-22*I
2.438e9,-0.9999922799187486-7.3050489129988935*^-22*I
2.4385e9,-0.999991746606669-2.4487591245584524*^-20*I
2.439e9,-0.9999911794762775-6.876162490764368*^-21*I
2.4395e9,-0.999991547986645+8.115849457276917*^-21*I
2.44e9,-0.9999930517379088+1.3920788170320632*^-20*I
2.4405e9,-0.9999959618717368+3.1274190468475494*^-20*I
2.441e9,-0.9999932929318518-2.3381039583125722*^-20*I
2.4415e9,-0.9999865167467921+5.090636761039805*^-20*I
2.442e9,-0.999990356088358+6.453761269636831*^-20*I
2.4425e9,-0.9999911506560545-6.028079671309385*^-20*I
2.443e9,-0.9999896991568495-6.02950515213129*^-20*I
2.4435e9,-0.9999916843194444+1.6373145715411654*^-20*I
2.444e9,-0.9999917780662898+3.0138683023501476*^-20*I
2.4445e9,-0.9999914130406226+1.7710331749476308*^-20*I
2.445e9,-0.9999920821231082+1.9609860939944212*^-20*I
2.4455e9,-0.9999911321740171+9.902713210611971*^-21*I
2.446e9,-0.9999920461620895-1.7226049881723447*^-20*I
2.4465e9,-0.9999925089079739+1.952871125272786*^-21*I
2.447e9,-0.9999905147315644+3.622281158581081*^-21*I
2.4475e9,-0.9999925838983514-8.342023382057009*^-20*I
2.448e9,-0.9999933783093423+1.5236407232578088*^-20*I
2.4485e9,-0.9999921598154369+1.091989504617568*^-19*I
2.449e9,-0.9999894126003961-1.2308057921407036*^-20*I
2.4495e9,-0.9999897211743265+2.6528961551710786*^-20*I
2.45e9,-0.9999934793421532+9.318963536939754*^-21*I
2.4505e9,-0.9999953747303458+5.865407889823308*^-20*I
2.451e9,-0.9999921108307602+3.2546725051687532*^-19*I
2.4515e9,-0.9999895221797752+5.467641074359253*^-22*I
2.452e9,-0.9999925900170779-3.427386882505908*^-20*I
2.4525e9,-0.9999917939341824-1.358671054726291*^-19*I
2.453e9,-0.9999914795971702-7.94931840716145*^-21*I
2.4535e9,-0.9999913862202511-3.2591611860147353*^-20*I
2.454e9,-0.9999923104128486+1.235979339716496*^-19*I
2.4545e9,-0.9999916978152203+5.496883942521877*^-20*I
2.455e9,-0.9999927301457838+2.046613486306865*^-20*I
2.4555e9,-0.9999914873132772-1.1205076220141338*^-20*I
2.456e9,-0.9999916044000391-1.1940053782311113*^-21*I
2.4565e9,-0.9999916465453352+1.8371149365272154*^-19*I
2.457e9,-0.9999913233237316-8.732100090534368*^-20*I
2.4575e9,-0.9999937426013976+2.2556949451946778*^-20*I
2.458e9,-0.9999947923850653+3.316003490808077*^-20*I
2.4585e9,-0.9999927034593006-6.80638831922497*^-20*I
2.459e9,-0.9999893843158195-1.4822054795049387*^-19*I
2.4595e9,-0.9999922343301475-9.95506695724133*^-20*I
2.46e9,-0.9999927157293003-7.36107936721021*^-20*I
2.4605e9,-0.9999922320972143-1.5519934705140278*^-19*I
2.461e9,-0.9999918392881726+1.3729034338398697*^-20*I
2.4615e9,-0.9999921544675401-1.2284920792775873*^-19*I
2.462e9,-0.9999916112449345-1.3096678964962817*^-20*I
2.4625e9,-0.9999917927233756+4.740577453178924*^-20*I
2.463e9,-0.9999920060304515-1.2581393431073538*^-19*I
2.4635e9,-0.9999919200552121+8.089425649684735*^-20*I
2.464e9,-0.9999923274495519+1.1969135770108486*^-19*I
